Article Name,Accessibility Score,Metadata Score,Search Engine Visibility Score,Sharability Score,Indexing Score,Overall Score,Website Link,Article Type,Source,Year,Keywords Used,,,,,,,,
Managed bees as pollinators and vectors of bio control agent against grey mold disease in strawberry plantations,3,3,3,2,3,2.9,https://academicjournals.org/journal/AJAR/article-full-text/62FF03B65536,Scientific article,Agricultural research,2020,Honey bees farm Wild bees farm strawberry disease,,,,,,,,
Wonderful Wild Bees: How They Can Help the Harried Honey Bee,1,2,3,3,3,2.0,https://www.proquest.com/docview/208055661?pq-origsite=gscholar&fromopenview=true&sourcetype=Scholarly%20Journals,Scientific article,Agricultural Research,2008,Honey bees farm Wild bees farm strawberry disease,,,,,,,,
"The value of honey bees (Apis mellifera, L.) as pollinators of summer seed watermelon (Citrullus lanatus colothynthoides L.) in Egypt",3,3,3,2,3,2.9,https://www.scielo.br/j/rcaat/a/zGBBnKNHcCcYfsz86Dg6JkM/,Scientific article,Acta Biologica Szegediensis,2009,Honey bees Summer watermelon,,,,,,,,
Why does bee health matter? The science surrounding honey bee health concerns and what we can do about it,3,2,2,2,3,2.5,https://conservancy.umn.edu/items/d7ebdabd-6306-4dde-adf2-1296b434152e,Government,CAST Council for Agricultural Science and Technology,2017,Honeybees,,,,,,,,
The Role of Moths in Our Ecosystem (Webinar),3,1,2,3,2,2.3,https://www.youtube.com/watch?v=TY2BaKb74gU,Educational Institution,YouTube,2024,moths,pollinators,nature,,,,,,
Bloom thinning apples: How the pollen tube growth model works,3,1,2,3,2,2.3,https://blog-fruit-vegetable-ipm.extension.umn.edu/2025/05/bloom-thinning-apples-how-pollen-tube.html,Educational Institution,University of Minnesota Extension,2025,orchards,fruit,pollination,,,,,,
Apple curculio: A lesser-known orchard pest,3,1,2,3,2,2.3,https://blog-fruit-vegetable-ipm.extension.umn.edu/2024/08/apple-curculio-lesser-known-orchard-pest.html,Educational Institution,University of Minnesota Extension,2024,pest control,orchards,fruit,,,,,,
"Developing a growing degree day model to guide integrated pest management of Eucosma giganteana, a pest of a novel perennial oilseed crop",1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toaf107,Scientific article,Journal of Economic Entomology,2025,pest control,farming,management,,,,,,
Dynamic Economic Thresholds for Insecticide Applications Against Agricultural Pests: Importance of Pest and Natural Enemy Migration,1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toad019,Scientific article,Journal of Economic Entomology,2023,pest control,farming,nature,,,,,,
Essential Oil Trunk Injection Into Orchard Trees: Consequences on the Performance and Preference of Hemipteran Pests,1,2,2,3,3,1.8,https://doi.org/10.1093/jee/toac203,Scientific article,Journal of Economic Entomology,2023,pest control,orchards,farming,,,,,,
Evaluating the establishment potential of cabbage stem flea beetle (Coleoptera: Chrysomelidae) and pollen beetle (Coleoptera: Nitidulidae) in canola-growing regions of North America using ensemble species distribution models,3,3,2,3,3,2.8,https://doi.org/10.1093/jee/toaf071,Scientific article,Journal of Economic Entomology,2025,pest control,crops,farming,,,,,,
Field-evolved pyrethroid resistance in Tychius picirostris (Coleoptera: Curculionidae) populations in Oregon white clover seed crops,1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toae012,Scientific article,Journal of Economic Entomology,2024,pest control,farming,crops,,,,,,
Fine-mesh exclusion netting reduces Drosophila suzukii (Diptera: Drosophilidae) infestation and improves organic fall-bearing raspberry yields,1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toad151,Scientific article,Journal of Economic Entomology,2023,pest control,fruit,farming,,,,,,
Hail netting excludes key insect pests and protects from fruit damage in a commercial Minnesota apple orchard,3,3,2,3,3,2.8,https://doi.org/10.1093/jee/toad197,Scientific article,Journal of Economic Entomology,2023,pest control,orchards,fruit,,,,,,
Integrated pest and pollinator management – expanding the concept,3,2,3,3,3,2.8,https://esajournals.onlinelibrary.wiley.com/doi/10.1002/fee.2325,Scientific article,Ecological Society of America,2021,pest control,pollinators,farming,,,,,,
Removing neonicotinoid seed treatments has negligible effects on refuge function and crop protection in transgenic maize targeting western corn rootworm (Coleoptera: Chrysomelidae),1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toad082,Scientific article,Journal of Economic Entomology,2023,pest control,crops,farming,,,,,,
The Impact of Systematic Insecticides Against Emerald Ash Borer on Phenology of Urban Ash TreesGe,1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toad015,Scientific article,Journal of Economic Entomology,2023,pest control,trees,nature,,,,,,
The use of visual and olfactory cues by adult Spodoptera frugiperda (Lepidoptera: Noctuidae) while foraging,1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toae226,Scientific article,Journal of Economic Entomology,2024,pest control,insects,nature,,,,,,
Neem plus garlic oils biopesticide formulation: Safe and efficient in watermelon pest management.,3,3,3,2,3,2.9,https://hrcak.srce.hr/clanak/411082,Scientific article,Agriculturae Conspectus Scientificus,2022,pesticide honey bee farm garlic,,,,,,,,
Artificial pollination of kiwifruit (Actinidia chinensis Planch. var. chinensis) (Ericales: Actinidiaceae) results in greater fruit set compared to flowers pollinated by managed bees (Apis mellifera L. (Hymenoptera: Apidae) and Bombus impatiens Cresson (Hymenoptera: Apidae)) ,3,3,2,3,3,2.8,https://doi.org/10.1093/jee/toad044,Scientific article,Journal of Economic Entomology,2023,pollination,fruit,farming,,,,,,
Crop pollination management needs flower-visitor monitoring and target values,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.13574,Scientific article,British Ecological Society,2020,pollination,farming,biodiversity,,,,,,
Cross-Pollination Between Vine Crops - Yard and Garden,3,1,2,3,2,2.3,https://yardandgarden.extension.iastate.edu/how-to/cross-pollination-between-vine-crops,Educational Institution,Iowa State,2025,pollination,crops,gardening,,,,,,
Evidence of widespread pollen limitation in diverse specialty crops on commercial farms,3,3,2,3,3,2.8,https://royalsocietypublishing.org/doi/10.1098/rsos.250201,Scientific article,Royal Society Open Science,2025,pollination,crops,farming,,,,,,
Evidence of widespread pollen limitation in pollinator-dependent specialty crops,3,3,2,3,3,2.8,https://pubmed.ncbi.nlm.nih.gov/40206861/,Scientific article,PubMed,2025,pollination,crops,farming,,,,,,
Fruit Crop Pollination - Extension Barron County,3,1,2,3,2,2.3,https://barron.extension.wisc.edu/files/2023/02/Fruit-Crop-Pollination.pdf,Educational Institution,University of Wisconsin–Madison Extension,2024,pollination,fruit,farming,,,,,,
Integrated Crop Pollination,3,1,2,3,2,2.3,https://bee-health.extension.org/integrated-crop-pollination/,Educational Institution,Extension Foundation,2023,pollination,farming,crops,,,,,,
Landscape-level effects on pollination networks and fruit-set of crops in tropical small-holder agroecosystems,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/abs/pii/S0167880922002614,Scientific article,Elsevier,2022,pollination,farming,biodiversity,,,,,,
Planning for pollination of fruit crops - Fruit & Nuts,3,1,2,3,2,2.3,https://www.canr.msu.edu/news/planning-for-pollination-of-fruit-crops,Educational Institution,Michigan State University Extension,2024,pollination,fruit,farming,,,,,,
Pollination and Fertilization in the Vegetable Garden,3,1,2,3,2,2.3,https://yardandgarden.extension.iastate.edu/how-to/pollination-and-fertilization-vegetable-garden,Educational Institution,Iowa State,2025,pollination,vegetables,gardening,,,,,,
Pollination Services in Cucurbits,3,1,2,3,2,2.3,https://extension.psu.edu/pollination-services-in-cucurbits,Educational Institution,Penn State Extension,2020,pollination,crops,farming,,,,,,
Sharing the wealth: pollen partitioning in a Cucurbita crop pollination system with reference to the wild hoary squash bee.,3,3,2,2,3,2.7, https://doi.org/10.26786/1920-7603(2023)751,Scientific article,Journal of Pollination Ecology,2023,pollination,crops,farming,,,,,,
"[Effects of landscape complexity and local management on bee pollinator diversity in apple orchards in Changping District, Beijing, China]",3,3,2,3,3,2.8,"https://pubmed.ncbi.nlm.nih.gov/35229527/#:~:text=optimal%20landscape%20scale%20for%20the,natural%20habitats",Scientific article,PubMed,2022,pollinators,orchards,farming,,,,,,
6 ways to support native pollinators in Illinois and beyond,3,2,2,3,2,2.5,https://extension.illinois.edu/blogs/ilriverhort/2024-03-05-6-ways-support-native-pollinators-illinois-and-beyond,Educational Institution,Illinois Extension,2024,pollinators,gardening,nature,,,,,,
Attracting Native Pollinators,3,1,2,1,2,2.1,https://www.xerces.org/publications/books/attracting-native-pollinators,Non-Profit,Xerces Society,2011,pollinators,gardening,nature,,,,,,
Balancing Act in the Home Garden: Protecting Pollinators while Managing Pests (Webinar),3,1,2,3,2,2.3,https://cropsandsoils.extension.wisc.edu/?ss_redir=1&trumbaEmbed=view%3Devent%26eventid%3D182987736,Educational Institution,University of Wisconsin Extension,2025,pollinators,gardening,pest control,,,,,,
Bee lawns: a buzz worthy addition to your yard,3,1,2,3,2,2.3,https://extension.umn.edu/news/bee-lawns-buzz-worthy-addition-your-yard,Educational Institution,University of Minnesota Extension,2025,pollinators,gardening,lawns,,,,,,
Bee Lawns: A Sustainable Option for Pollinator Support,3,1,2,3,2,2.3,https://extension.umn.edu/news/bee-lawns-buzz-worthy-addition-your-yard,Educational Institution,University of Minnesota Extension,2025,pollinators,gardening,lawns,,,,,,
Building a Pollinator Garden,3,1,2,3,2,2.3,https://extension.illinois.edu/sites/default/files/2023-03/building_a_pollinator_garden_infosheet.pdf,Educational Institution,Illinois Extension,2023,pollinators,gardening,habitat,,,,,,
"Celebrate Pollinator Week – June 17-23, 2024",3,1,2,3,2,2.3,https://blogs.ifas.ufl.edu/brevardco/2024/06/17/celebrate-pollinator-week-june-17-23-2024/,Educational Institution,University of Florida Extension,2024,pollinators,awareness,nature,,,,,,
Climate-resilient pollinator habitats across Minnesota landscapes webinar series,3,1,2,3,3,2.4,https://extension.umn.edu/news/climate-resilient-pollinator-habitats-across-minnesota-landscapes-webinar-series,Educational Institution,University of Minnesota Extension,2024,pollinators,conservation,farming,,,,,,
Crop diversification for pollinator conservation,3,3,2,2,3,2.7,"https://link.springer.com/article/10.1007/s10980-024-02027-3#:~:text=Crop%20diversification%20for%20pollinator%20conservation,taking%20land%20out%20of%20production",Scientific article,Springer,2025,pollinators,conservation,farming,,,,,,
Crop-specialized pollinator drives bee and floral community assembly,3,3,2,3,3,2.8,https://www.researchgate.net/publication/391491755_Crop-specialized_pollinator_drives_bee_and_floral_community_response_to_urbanization_on_small_squash_farms,Scientific article,ResearchGate,2025,pollinators,bees,nature,,,,,,
Crop-specialized pollinator drives bee and floral community response to urbanization on small squash farms,3,3,2,2,3,2.7,"https://link.springer.com/article/10.1007/s11252-025-01734-2#:~:text=Squash%20is%20an%20insect%20pollinator,Willis%20Chan%20and%20Raine%202021).",Scientific article,Springer,2025,pollinators,urban,crops,,,,,,
Cucurbits as a model system for crop pollination management,3,3,2,3,3,2.8,https://pollinationecology.org/index.php/jpe/article/view/535,Scientific article,Journal of Pollination Ecology,2019,pollinators,crops,farming,,,,,,
"Declines in Pollinator Forage Suitability Were Concentrated in the Midwest, the Over-Summering Grounds for Many Honeybees
",3,2,2,2,3,2.5,\https://www.ers.usda.gov/amber-waves/2017/july/declines-in-pollinator-forage-suitability-were-concentrated-in-the-midwest-the-over-summering-grounds-for-many-honeybees,Government,USDA ERS,2017,pollinators,farming,climate,,,,,,
Distinct pollinator communities and pollination service in specialty crops across an urbanization gradient,3,3,2,3,3,2.8,https://pollinationecology.org/index.php/jpe/article/view/808,Scientific article,Journal of Pollination Ecology,2024,pollinators,crops,urban,,,,,,
Distinct pollinator communities persist among co-flowering specialty crops in Indiana,3,2,2,3,3,2.6,https://pollinationecology.org/index.php/jpe/article/view/808,Scientific article,Journal of Pollination Ecology,2024,pollinators,crops,farming,,,,,,
Distinct pollinator communities persist among co-flowering specialty crops in Indiana,3,3,2,2,3,2.7,https://www.researchgate.net/publication/385094331_Distinct_pollinator_communities_persist_among_co-flowering_specialty_crops_in_Indiana,Scientific article,ResearchGate,2024,pollinators,crops,farming,,,,,,
Does leaving the dandelions in my lawn benefit pollinators?,3,1,2,3,2,2.3,https://extension.unh.edu/blog/2024/04/does-leaving-dandelions-my-lawn-benefit-pollinators,Educational Institution,University of New Hampshire Extension,2024,pollinators,gardening,lawns,,,,,,
Early History of Pollinators and Plants,3,1,2,3,2,2.3,https://extension.illinois.edu/blogs/garden-scoop/2020-06-26-early-history-pollinators-and-plants,Educational Institution,Illinois Extension,2020,pollinators,history,nature,,,,,,
Early Spring 2024 Snapshots From Extension’s Pollinator Paradise Garden,3,1,2,3,2,2.3,https://growingsmallfarms.ces.ncsu.edu/2024/06/early-spring-2024-snapshots-from-pollinator-paradise-garden/,Educational Institution,NC State Extension,2024,pollinators,gardening,nature,,,,,,
Early Spring 2024 Snapshots from Pollinator Paradise Garden,3,1,2,3,2,2.3,https://growingsmallfarms.ces.ncsu.edu/2024/06/early-spring-2024-snapshots-from-pollinator-paradise-garden/,Educational Institution,NC State Extension,2024,pollinators,gardening,nature,,,,,,
"Effects of Queen Source and Age of Colony on Nosema (Nosema, apis) Spore Load in Honey Bees (Apis mellifera)",3,3,2,1,3,2.6,https://tigerprints.clemson.edu/joe/vol48/iss4/21/,Scientific article,Journal of Extension,2010,Pollinators,,,,,,,,
Establishing a Bee Lawn,3,1,2,3,2,2.3,https://florence.extension.wisc.edu/establishing-a-bee-lawn/,Educational Institution,University of Wisconsin–Madison Extension,2024,pollinators,lawns,gardening,,,,,,
Evaluation of the biocontrol potential of Episyrphus balteatus (Diptera: Syrphidae) on wheat aphids in northern China,1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toaf005,Scientific article,Journal of Economic Entomology,2025,pollinators,pest control,farming,,,,,,
Expanding Pollinator Habitats Through a Statewide Initiative,3,3,2,1,3,2.6,https://tigerprints.clemson.edu/joe/vol56/iss2/16/,Scientific article,Journal of Extension,2021,Pollinators,,,,,,,,
Experience Bees: Community Outreach Tool for Bee Conservation Efforts,3,2,2,3,3,2.6,https://tigerprints.clemson.edu/joe/vol57/iss5/26/,Scientific article,Journal of Extension,2019,Pollinators,wild bees,Extension,native pollinators,,,,,
Farming practices influence wild pollinator populations on squash and pumpkin,1,3,3,3,3,2.2,https://academic.oup.com/jee/article-abstract/98/3/790/874491?redirectedFrom=fulltext&login=false,Scientific article,Journal of Economic Entomology,2005,Pollinators,wild bees,honey bee,farm,Fruit,pumpkin,,,
Floral scent affects bumblebee pollinator preferences on the flowers of four tomato cultivars under greenhouse conditions,1,3,2,3,3,2.0,https://doi.org/10.1093/jee/toaf102,Scientific article,Journal of Economic Entomology,2025,pollinators,crops,farming,,,,,,
Gardens and Pollinators - Natural Resources Institute,3,1,2,3,2,2.3,https://naturalresources.extension.wisc.edu/landsteward/gardens-and-pollinators/,Educational Institution,University of Wisconsin–Madison Extension,2024,pollinators,gardening,education,,,,,,
Harvesting Sunshine and Encouraging Biodiversity with Solar Pollinator Fields,3,1,2,1,3,2.2,https://www.performanceservices.com/resources/harvesting-sunshine-and-encouraging-biodiversity-with-solar-pollinator-fields,Scientific article,Performance Services,2023,pollinators,biodiversity,farming,,,,,,
"Honey Bees and Industrial Agriculture: What Researchers are Missing, and Why it’s a Problem",3,3,3,3,2,2.9,https://pmc.ncbi.nlm.nih.gov/articles/PMC8826167/,Scientific article,PubMed,2022,pollinators,gardening,nature,,,,,,
Hover fly (Diptera: Syrphidae) diversity and seasonality in North Georgia apple and peach orchards,3,3,2,3,3,2.8,https://doi.org/10.1093/jee/toae103,Scientific article,Journal of Economic Entomology,2024,pollinators,orchards,fruit,,,,,,
How to Create a Pollinator Lawn,3,1,2,3,2,2.3,https://yardandgarden.extension.iastate.edu/how-to/how-create-pollinator-lawn,Educational Institution,Iowa State,2024,pollinators,lawns,gardening,,,,,,
